"BeneficialUse","R3172ParameterName","CriterionLabel","IR_MLID","R317Descrp","IR_Lat","IR_Long","ASSESS_ID","AU_NAME","BEN_CLASS","AsmntAggFun","SSC_StartMon","SSC_EndMon","SSC_MLID","SampleCount","ExcCount","IR_Cat"
"2B","pH","NA","UTAHDWQ_WQX-4933532","Willow Creek and tributaries (Uintah County), from confluence with Green River to headwaters","39.661825462","-109.550658158","UT14060006-001_00","Willow Creek Lower","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4933532","Willow Creek and tributaries (Uintah County), from confluence with Green River to headwaters","39.661825462","-109.550658158","UT14060006-001_00","Willow Creek Lower","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"4","pH","NA","UTAHDWQ_WQX-4933532","Willow Creek and tributaries (Uintah County), from confluence with Green River to headwaters","39.661825462","-109.550658158","UT14060006-001_00","Willow Creek Lower","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4933771","Bitter Creek and Tributaries from White River to Headwaters","39.753382008","-109.355316519","UT14050007-002_00","Bitter Creek Lower","2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4933771","Bitter Creek and Tributaries from White River to Headwaters","39.753382008","-109.355316519","UT14050007-002_00","Bitter Creek Lower","2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"4","pH","NA","UTAHDWQ_WQX-4933771","Bitter Creek and Tributaries from White River to Headwaters","39.753382008","-109.355316519","UT14050007-002_00","Bitter Creek Lower","2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4933810","Bitter Creek and Tributaries from White River to Headwaters","39.693299035","-109.280811187","UT14050007-005_00","Bitter Creek Upper","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4933810","Bitter Creek and Tributaries from White River to Headwaters","39.693299035","-109.280811187","UT14050007-005_00","Bitter Creek Upper","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"4","pH","NA","UTAHDWQ_WQX-4933810","Bitter Creek and Tributaries from White River to Headwaters","39.693299035","-109.280811187","UT14050007-005_00","Bitter Creek Upper","2B,3A,4","NA","NA","NA","NA",14,0,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4933870","White River and tributaries, from confluence with Green River to state line, except as listed below","39.9524695","-109.158167847","UT14050007-003_00","Evacuation Creek","2B,3B,4","NA","NA","NA","NA",9,0,"idNE"
"3B","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4933870","White River and tributaries, from confluence with Green River to state line, except as listed below","39.9524695","-109.158167847","UT14050007-003_00","Evacuation Creek","2B,3B,4","NA","NA","NA","NA",9,0,"idNE"
"3B","pH","NA","UTAHDWQ_WQX-4933870","White River and tributaries, from confluence with Green River to state line, except as listed below","39.9524695","-109.158167847","UT14050007-003_00","Evacuation Creek","2B,3B,4","NA","NA","NA","NA",9,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4933870","White River and tributaries, from confluence with Green River to state line, except as listed below","39.9524695","-109.158167847","UT14050007-003_00","Evacuation Creek","2B,3B,4","NA","NA","NA","NA",9,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4934500","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.16356901","-110.392373643","UT14060003-017_00","Duchesne River-4","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4934500","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.16356901","-110.392373643","UT14060003-017_00","Duchesne River-4","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4934500","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.16356901","-110.392373643","UT14060003-017_00","Duchesne River-4","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4934500","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.16356901","-110.392373643","UT14060003-017_00","Duchesne River-4","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"4","pH","NA","UTAHDWQ_WQX-4934500","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.16356901","-110.392373643","UT14060003-017_00","Duchesne River-4","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"1C","pH","NA","UTAHDWQ_WQX-4935500","Upper Stillwater Reservoir","40.561444222","-110.701050927","UT-L-14060003-296_00","Upper Stillwater Reservoir","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4935500","Upper Stillwater Reservoir","40.561444222","-110.701050927","UT-L-14060003-296_00","Upper Stillwater Reservoir","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4935500","Upper Stillwater Reservoir","40.561444222","-110.701050927","UT-L-14060003-296_00","Upper Stillwater Reservoir","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4935520","Upper Stillwater Reservoir","40.574390149","-110.704608612","UT-L-14060003-296_00","Upper Stillwater Reservoir","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4935520","Upper Stillwater Reservoir","40.574390149","-110.704608612","UT-L-14060003-296_00","Upper Stillwater Reservoir","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4935520","Upper Stillwater Reservoir","40.574390149","-110.704608612","UT-L-14060003-296_00","Upper Stillwater Reservoir","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4935530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.58375","-110.70368","UT14060003-020_00","Rock Creek Upper","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4935530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.58375","-110.70368","UT14060003-020_00","Rock Creek Upper","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4935530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.58375","-110.70368","UT14060003-020_00","Rock Creek Upper","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4935530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.58375","-110.70368","UT14060003-020_00","Rock Creek Upper","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4935530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.58375","-110.70368","UT14060003-020_00","Rock Creek Upper","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4935740","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.208845976","-110.117375913","UT14060003-008_00","Lake Fork-1","1C,2B,3A,4","NA","NA","NA","NA",9,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4935740","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.208845976","-110.117375913","UT14060003-008_00","Lake Fork-1","1C,2B,3A,4","NA","NA","NA","NA",9,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4935740","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.208845976","-110.117375913","UT14060003-008_00","Lake Fork-1","1C,2B,3A,4","NA","NA","NA","NA",9,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4935740","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.208845976","-110.117375913","UT14060003-008_00","Lake Fork-1","1C,2B,3A,4","NA","NA","NA","NA",9,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4935740","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.208845976","-110.117375913","UT14060003-008_00","Lake Fork-1","1C,2B,3A,4","NA","NA","NA","NA",9,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4935800","Lake Fork Canal from Dry Gulch Canal Diversion to Moon Lake","40.258292395","-110.222097479","UT14060003-008_00","Lake Fork-1","1C,2B,3E,4","NA","NA","NA","NA",10,0,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4935800","Lake Fork Canal from Dry Gulch Canal Diversion to Moon Lake","40.258292395","-110.222097479","UT14060003-008_00","Lake Fork-1","1C,2B,3E,4","NA","NA","NA","NA",10,0,"FS"
"4","pH","NA","UTAHDWQ_WQX-4935800","Lake Fork Canal from Dry Gulch Canal Diversion to Moon Lake","40.258292395","-110.222097479","UT14060003-008_00","Lake Fork-1","1C,2B,3E,4","NA","NA","NA","NA",10,0,"FS"
"1C","pH","NA","UTAHDWQ_WQX-4935920","Moon Lake","40.563303441","-110.488768046","UT-L-14060003-112_00","Moon Lake","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4935920","Moon Lake","40.563303441","-110.488768046","UT-L-14060003-112_00","Moon Lake","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4935920","Moon Lake","40.563303441","-110.488768046","UT-L-14060003-112_00","Moon Lake","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4935930","Moon Lake","40.574393839","-110.505436814","UT-L-14060003-112_00","Moon Lake","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4935930","Moon Lake","40.574393839","-110.505436814","UT-L-14060003-112_00","Moon Lake","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4935930","Moon Lake","40.574393839","-110.505436814","UT-L-14060003-112_00","Moon Lake","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4935970","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.60327521","-110.520164148","UT14060003-021_00","Moon Lake Tributaries","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4935970","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.60327521","-110.520164148","UT14060003-021_00","Moon Lake Tributaries","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4935970","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.60327521","-110.520164148","UT14060003-021_00","Moon Lake Tributaries","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4935970","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.60327521","-110.520164148","UT14060003-021_00","Moon Lake Tributaries","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4935970","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters","40.60327521","-110.520164148","UT14060003-021_00","Moon Lake Tributaries","1C,2B,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936050","Starvation Reservoir","40.19217671","-110.4430696","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",18,0,"FS"
"2A","pH","NA","UTAHDWQ_WQX-4936050","Starvation Reservoir","40.19217671","-110.4430696","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",18,0,"FS"
"4","pH","NA","UTAHDWQ_WQX-4936050","Starvation Reservoir","40.19217671","-110.4430696","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",18,0,"FS"
"1C","pH","NA","UTAHDWQ_WQX-4936060","Starvation Reservoir","40.21189917","-110.437655294","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4936060","Starvation Reservoir","40.21189917","-110.437655294","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936060","Starvation Reservoir","40.21189917","-110.437655294","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936070","Starvation Reservoir","40.179954137","-110.474601668","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4936070","Starvation Reservoir","40.179954137","-110.474601668","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936070","Starvation Reservoir","40.179954137","-110.474601668","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",2,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936080","Starvation Reservoir","40.182455454","-110.487937998","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4936080","Starvation Reservoir","40.182455454","-110.487937998","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936080","Starvation Reservoir","40.182455454","-110.487937998","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936090","Starvation Reservoir","40.163567436","-110.509875172","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"2A","pH","NA","UTAHDWQ_WQX-4936090","Starvation Reservoir","40.163567436","-110.509875172","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936090","Starvation Reservoir","40.163567436","-110.509875172","UT-L-14060004-006_00","Starvation Reservoir","1C,2A,3A,4","NA","NA","NA","NA",1,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936250","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.18707","-110.770101","UT14060004-007_00","Red Creek Middle","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4936250","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.18707","-110.770101","UT14060004-007_00","Red Creek Middle","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936250","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.18707","-110.770101","UT14060004-007_00","Red Creek Middle","1C,2B,3A,4","NA","NA","NA","NA",10,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4936250","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.18707","-110.770101","UT14060004-007_00","Red Creek Middle","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"4","pH","NA","UTAHDWQ_WQX-4936250","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.18707","-110.770101","UT14060004-007_00","Red Creek Middle","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"1C","pH","NA","UTAHDWQ_WQX-4936300","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.133591058","-111.025401111","UT14060004-010_00","Strawberry River-3","1C,2B,3A,4","NA","NA","NA","NA",6,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4936300","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.133591058","-111.025401111","UT14060004-010_00","Strawberry River-3","1C,2B,3A,4","NA","NA","NA","NA",6,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936300","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.133591058","-111.025401111","UT14060004-010_00","Strawberry River-3","1C,2B,3A,4","NA","NA","NA","NA",6,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4936300","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.133591058","-111.025401111","UT14060004-010_00","Strawberry River-3","1C,2B,3A,4","NA","NA","NA","NA",6,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936300","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.133591058","-111.025401111","UT14060004-010_00","Strawberry River-3","1C,2B,3A,4","NA","NA","NA","NA",6,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936510","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.229676574","-111.115724096","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",12,4,"NS"
"2B","pH","NA","UTAHDWQ_WQX-4936510","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.229676574","-111.115724096","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",12,4,"NS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936510","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.229676574","-111.115724096","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4936510","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.229676574","-111.115724096","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",12,4,"NS"
"4","pH","NA","UTAHDWQ_WQX-4936510","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.229676574","-111.115724096","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",12,4,"NS"
"1C","pH","NA","UTAHDWQ_WQX-4936530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.239123129","-111.182115875","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",8,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4936530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.239123129","-111.182115875","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",8,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.239123129","-111.182115875","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",8,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4936530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.239123129","-111.182115875","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",8,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936530","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.239123129","-111.182115875","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",8,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936560","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.295787758","-111.173219822","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",2,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4936560","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.295787758","-111.173219822","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",2,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4936560","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.295787758","-111.173219822","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",2,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936560","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.295787758","-111.173219822","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",2,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936610","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.116070733","-111.176553385","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",4,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4936610","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.116070733","-111.176553385","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",4,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936610","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.116070733","-111.176553385","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",4,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4936610","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.116070733","-111.176553385","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",4,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936610","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.116070733","-111.176553385","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",4,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936620","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.233293","-111.188232","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",7,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4936620","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.233293","-111.188232","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",7,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936620","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.233293","-111.188232","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",7,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4936620","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.233293","-111.188232","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",7,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936620","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.233293","-111.188232","UT14060004-013_00","Strawberry-4","1C,2B,3A,4","NA","NA","NA","NA",7,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936650","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.237451091","-111.185450083","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4936650","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.237451091","-111.185450083","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936650","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.237451091","-111.185450083","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
"3A","pH","NA","UTAHDWQ_WQX-4936650","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.237451091","-111.185450083","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"4","pH","NA","UTAHDWQ_WQX-4936650","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.237451091","-111.185450083","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",12,0,"FS"
"1C","pH","NA","UTAHDWQ_WQX-4936655","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.25726989","-111.212738877","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",5,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4936655","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.25726989","-111.212738877","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",5,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936655","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.25726989","-111.212738877","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",5,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4936655","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.25726989","-111.212738877","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",5,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936655","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.25726989","-111.212738877","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",5,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936685","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.366258784","-111.225259894","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",5,0,"idNE"
"2B","pH","NA","UTAHDWQ_WQX-4936685","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.366258784","-111.225259894","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",5,0,"idNE"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936685","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.366258784","-111.225259894","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",5,0,"idNE"
"3A","pH","NA","UTAHDWQ_WQX-4936685","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.366258784","-111.225259894","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",5,0,"idNE"
"4","pH","NA","UTAHDWQ_WQX-4936685","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.366258784","-111.225259894","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",5,0,"idNE"
"1C","pH","NA","UTAHDWQ_WQX-4936710","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.281064931","-111.226306164","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"2B","pH","NA","UTAHDWQ_WQX-4936710","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.281064931","-111.226306164","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",11,1,"FS"
"3A","Minimum Dissolved Oxygen","NA","UTAHDWQ_WQX-4936710","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters","40.281064931","-111.226306164","UT14060004-014_00","Strawberry River Upper","1C,2B,3A,4","NA","NA","NA","NA",11,0,"FS"
